IR0_meas,IR1_meas,IR2_meas,IR3_meas,IR0_cam,IR1_cam,IR2_cam,IR3_cam
147,285,930,959,24.22,17.21,5.21,0.2
148,285,930,959,24.23,17.22,5.21,0.2
147,286,931,959,24.24,17.23,5.21,0.21
147,285,930,959,24.22,17.21,5.21,0.2
147,285,930,959,24.24,17.23,5.21,0.21
147,285,930,959,24.26,17.24,5.22,0.21
147,285,930,959,24.23,17.22,5.21,0.2
148,286,930,959,24.26,17.24,5.22,0.21
148,286,931,959,24.24,17.23,5.21,0.21
148,286,930,959,24.24,17.23,5.21,0.21
148,286,930,959,24.24,17.23,5.21,0.21
148,286,930,959,24.26,17.24,5.22,0.21
148,286,930,959,24.24,17.23,5.21,0.21
148,285,930,959,24.22,17.21,5.21,0.2
147,286,930,959,24.26,17.24,5.22,0.21
148,286,930,959,24.24,17.23,5.21,0.21
148,286,930,959,24.23,17.22,5.21,0.2
147,285,930,959,24.24,17.23,5.21,0.21
148,286,931,959,24.22,17.21,5.21,0.2
148,286,930,959,24.24,17.23,5.21,0.21
148,285,930,959,24.24,17.23,5.21,0.21
147,286,930,959,24.34,17.31,5.25,0.22
147,286,930,959,24.29,17.27,5.23,0.22
147,286,930,959,24.37,17.33,5.26,0.23
147,286,930,959,24.34,17.31,5.25,0.22
144,278,929,959,24.37,17.33,5.26,0.23
144,278,930,959,24.37,17.33,5.26,0.23
144,278,929,959,24.32,17.29,5.24,0.22
144,279,929,959,24.32,17.29,5.24,0.22
144,279,929,959,24.32,17.29,5.24,0.22
144,279,929,959,24.37,17.33,5.26,0.23
144,279,929,959,24.34,17.31,5.25,0.22
144,278,929,959,24.4,17.35,5.27,0.24
144,278,929,959,24.32,17.29,5.24,0.22
144,278,929,959,24.34,17.31,5.25,0.22
144,278,929,959,24.37,17.33,5.26,0.23
144,278,929,959,24.37,17.33,5.26,0.23
144,278,929,959,24.37,17.33,5.26,0.23
144,278,929,959,24.43,17.38,5.28,0.24
144,278,929,959,24.34,17.31,5.25,0.22
144,277,929,959,24.4,17.35,5.27,0.23
144,278,929,959,24.43,17.38,5.28,0.24
144,278,929,959,24.29,17.27,5.23,0.22
144,278,929,959,24.37,17.33,5.26,0.23
144,278,929,959,24.4,17.35,5.27,0.24
143,277,930,959,24.37,17.33,5.26,0.23
143,277,929,959,24.4,17.35,5.27,0.23
143,277,930,960,24.37,17.33,5.26,0.23
143,277,929,959,24.37,17.33,5.26,0.23
143,277,929,959,24.43,16.37,5.28,1.25
143,277,929,959,23.46,16.4,6.3,1.26
143,277,929,959,23.42,15.36,6.29,2.26
146,295,927,951,23.42,15.36,6.29,2.26
146,294,926,951,24.4,15.34,5.27,2.25
146,295,927,951,23.42,15.36,6.29,2.26
146,295,927,952,23.42,15.36,6.29,2.26
146,295,927,952,23.34,14.29,6.25,3.24
149,327,924,944,23.36,14.31,6.26,3.25
149,328,925,944,23.36,14.31,6.26,3.25
149,328,925,944,23.31,14.28,6.24,3.23
149,328,925,944,23.2,15.2,6.2,2.2
149,328,925,944,14.89,17.25,5.7,1.5
149,328,925,944,7.06,19.46,6.23,0.71
149,328,925,944,7.64,19.23,6.12,0.66
172,277,927,956,7.09,19.45,6.22,0.71
172,277,927,956,7.09,19.45,6.22,0.71
171,277,927,956,7.09,19.45,6.22,0.71
171,277,927,956,7.64,19.23,6.12,0.66
171,277,927,956,8.79,18.61,6.35,1.89
171,277,927,956,9.43,18.36,7.33,1.82
171,277,927,956,11.8,17.26,7.33,2.92
171,277,927,956,11.78,17.26,8.44,2.92
155,311,782,944,11.78,17.26,8.44,2.92
155,311,782,944,11.78,17.26,8.44,2.92
155,311,782,944,12.61,17.04,8.31,2.85
155,311,782,944,14.22,16.14,8.43,4.02
155,311,782,944,14.17,16.15,8.43,4.02
155,311,782,944,13.36,16.37,9.68,4.11
155,311,782,944,16.55,15.05,9.54,5.13
170,359,593,889,14.78,15.47,9.84,5.33
170,358,593,890,15.63,15.25,9.68,5.23
170,358,593,890,15.58,15.26,9.69,5.23
170,358,593,890,14.72,15.49,9.85,5.34
170,358,593,890,22.48,14.09,8.84,4.64
170,358,593,890,22.22,15.21,7.21,2.2
170,358,593,890,23.76,18.47,7.89,0.49
170,358,593,890,24.8,19.32,7.41,0.68
135,269,867,957,24.8,19.32,7.41,0.68
135,269,868,958,24.8,19.32,7.41,0.68
135,269,868,957,24.6,19.16,7.82,0.65
135,269,868,957,24.42,19.01,8.19,0.61
135,269,867,957,25.01,18.38,8.45,1.82
135,269,867,957,24.61,16.99,8.27,2.83
135,269,867,957,25.89,17.12,7.26,2.87
135,269,867,957,25.51,15.77,7.11,3.86
141,279,814,933,25.7,15.9,7.18,3.91
141,279,814,933,25.7,15.9,7.18,3.91
141,279,814,933,25.51,15.77,7.11,3.86
141,278,814,933,26.56,17.6,7.52,3.04
141,279,814,933,24.07,11.7,3.45,3.94
141,279,814,933,23.49,10.63,1.63,3.15
141,279,814,933,24.14,10.99,1.78,2.9
176,543,944,494,23.36,10.56,1.6,3.21
176,543,944,494,23.69,10.74,1.67,3.07
176,543,944,494,23.49,10.63,1.63,3.15
176,543,944,494,23.36,10.56,1.6,3.21
176,543,944,494,22.9,10.31,1.5,3.43
176,543,944,494,22.9,10.31,1.5,3.43
176,543,944,494,23.36,10.56,1.6,3.21
176,543,944,494,22.9,10.31,1.5,3.43
177,547,944,483,22.9,10.31,1.5,3.43
177,547,944,482,23.36,10.56,1.6,3.21
177,547,944,483,23.49,10.63,1.63,3.15
177,547,944,483,23.36,10.56,1.6,3.21
188,621,933,339,20.96,8.76,6.04,7.05
202,703,928,281,20.49,8.51,5.85,7.32
202,703,928,281,20.49,8.51,5.85,7.32
201,703,928,281,20.49,8.51,5.85,7.32
201,703,928,281,21.45,9.01,6.25,6.8
202,703,928,281,28.77,15.14,7.89,3.59
202,703,928,281,24.27,17,6.62,1.43
202,703,928,281,23.71,17.6,6.4,0.29
202,703,928,281,23.62,17.53,6.37,0.28
143,266,918,960,23.77,17.65,6.43,0.3
143,266,918,960,23.85,17.71,6.45,0.32
143,266,918,960,23.71,17.6,6.4,0.29
143,267,918,960,23.77,17.65,6.43,0.3
143,267,918,960,23.71,17.6,6.4,0.29
143,267,918,960,23.71,17.6,6.4,0.29
143,267,918,960,23.62,17.53,6.37,0.28
143,266,918,960,23.68,17.58,6.39,0.29
143,266,918,960,23.77,17.65,6.43,0.3
143,266,918,960,23.85,17.71,6.45,0.32
143,266,918,960,23.65,17.56,6.38,0.28
143,266,918,960,23.74,17.63,6.41,0.3
143,266,918,960,23.85,17.71,6.45,0.32
142,266,918,959,23.88,17.73,6.47,0.32
143,266,918,960,23.85,17.71,6.45,0.32
142,266,918,960,23.68,17.58,6.39,0.29
143,266,918,960,23.71,17.6,6.4,0.29
143,267,918,960,23.68,16.56,6.39,1.3
143,267,918,960,23.71,16.58,6.4,1.31
143,267,918,960,23.62,15.5,6.37,2.31
145,281,905,951,23.85,15.66,6.45,2.36
145,281,905,951,23.71,15.57,6.4,2.33
145,281,906,951,23.62,15.5,6.37,2.31
144,281,906,951,26.11,19.49,7,0.72
144,281,906,951,27.05,18.28,5.69,0.89
144,281,906,951,27.5,17.26,5.23,0.97
144,281,906,951,28.15,16.07,4.68,1.08
135,331,932,950,27.82,16.64,4.94,1.03
135,331,932,950,27.9,16.49,4.88,1.04
136,332,932,950,28.15,16.07,4.68,1.08
135,331,932,950,28.15,16.07,4.68,1.08
135,331,932,950,28.15,16.07,4.68,1.08
136,331,932,950,28.15,16.07,4.68,1.08
135,331,932,950,27.9,16.49,4.88,1.04
135,331,932,950,28.15,16.07,4.68,1.08
135,331,932,950,27.58,17.11,5.16,0.98
135,331,932,950,28.26,15.9,4.61,1.1
135,331,932,950,28.15,16.07,4.68,1.08
135,331,932,950,27.58,17.11,5.16,0.98
135,332,933,951,28.15,16.07,4.68,1.08
135,331,932,950,27.82,16.64,4.94,1.03
135,331,932,950,27.9,16.49,4.88,1.04
135,331,932,950,27.9,16.49,4.88,1.04
135,331,932,950,28.15,16.07,4.68,1.08
135,331,932,950,28.51,15.51,4.43,1.15
135,331,932,950,27.58,17.11,5.16,0.98
135,331,932,950,27.58,17.11,5.16,0.98
135,331,932,950,27.82,16.64,4.94,1.03
135,331,932,950,27.58,17.11,7.15,2.14
135,331,932,950,28.15,16.07,6.58,2.26
136,342,908,937,27.82,16.64,6.89,2.19
137,342,908,937,27.58,17.11,7.15,2.14
137,342,909,937,27.58,17.11,7.15,2.14
137,342,909,937,27.58,17.11,7.92,3.29
137,342,909,937,28.49,15.56,6.68,3.24
137,342,909,937,29.07,14.56,6.88,4.54
137,342,909,937,28.99,14.69,6.85,4.52
145,411,849,587,29.33,14.17,6.97,5.79
146,412,850,587,28.44,13.66,7.1,5.91
145,411,849,586,29.33,14.17,6.97,5.79
145,411,849,586,29.06,14.01,7.01,5.83
145,411,849,586,25.45,16.06,5.63,2.5
145,411,849,586,24.2,17.2,5.2,0.2
145,411,849,586,24.25,17.24,5.22,0.21
145,411,849,586,24.25,17.24,5.22,0.21
154,299,930,959,24.24,17.23,5.21,0.21
154,299,930,959,24.24,17.23,5.21,0.21
154,299,930,959,24.25,17.24,5.22,0.21
154,299,930,959,24.24,17.23,5.21,0.21
154,299,930,959,24.23,17.22,5.21,0.21
154,299,930,959,24.21,17.21,5.2,0.2
154,299,930,959,24.24,17.23,5.21,0.21
154,299,930,959,24.21,17.21,5.2,0.2
154,299,930,959,24.24,17.23,5.21,0.21
154,299,930,959,23.26,17.25,6.22,0.21
154,299,930,959,24.21,17.21,5.2,0.2
154,299,930,959,23.23,17.22,6.21,0.2
154,299,930,959,24.24,17.23,5.21,0.21
154,299,930,959,24.22,17.22,5.21,0.2
154,299,930,959,24.21,17.21,5.2,0.2
154,299,930,959,24.27,17.25,5.22,0.21
154,299,930,959,24.27,17.25,5.22,0.21
154,299,930,959,23.23,17.22,6.21,0.2
154,299,930,959,24.29,17.27,5.23,0.21
155,300,931,959,24.27,17.25,5.22,0.21
155,299,930,958,24.27,17.25,5.22,0.21
155,299,930,958,24.24,17.23,5.21,0.21
155,299,930,958,24.27,17.25,5.22,0.21
154,299,930,958,23.26,16.24,6.22,1.21
154,299,930,958,23.27,15.25,6.23,2.22
159,328,926,952,23.32,15.28,6.25,2.23
159,328,926,952,23.27,15.25,6.23,2.22
159,328,926,952,23.28,15.26,6.23,2.22
159,328,926,952,23.63,16.52,6.37,1.29
159,328,926,952,8.27,19.01,6.02,0.61
159,328,926,952,8.27,19.01,6.02,0.61
188,273,916,956,7.09,19.45,6.22,0.71
188,273,915,956,7.06,19.46,6.23,0.71
188,273,916,955,6.55,19.71,6.34,0.77
188,273,916,955,7.06,19.46,6.23,0.71
188,273,916,955,6.55,19.71,6.34,0.77
188,273,916,955,7.06,19.46,6.23,0.71
188,273,915,956,6.55,19.71,6.34,0.77
188,273,915,955,6.57,19.69,6.33,0.77
188,273,915,956,6.57,19.69,6.33,0.77
188,273,915,956,7.06,19.46,6.23,0.71
188,273,915,956,7.06,19.46,6.23,0.71
188,273,915,956,8.27,19.01,6.02,0.61
188,273,915,956,9.77,18.62,5.85,0.52
188,273,915,956,9.77,18.62,5.85,0.52
155,290,927,958,10.62,18.46,5.77,0.49
155,290,927,958,10.62,18.46,5.77,0.49
155,290,927,958,10.67,18.45,5.77,0.48
155,290,927,959,10.67,18.45,5.77,0.48
155,290,927,959,12.66,17.56,6.91,1.59
155,290,927,959,15.6,16.49,6.91,2.65
160,308,901,949,16.79,16.34,6.83,2.6
159,308,902,949,15.58,16.5,6.91,2.65
159,308,902,949,16.79,16.34,6.83,2.6
159,308,902,949,16.86,16.33,6.82,2.6
160,308,902,949,3.66,22.47,7.6,1.4
160,308,902,949,3.02,23.82,8.21,1.7
160,308,902,949,3.15,23.49,8.06,1.63
160,308,902,949,2.77,24.49,8.51,1.86
160,308,902,949,2.61,25.02,8.76,1.98
604,223,660,945,2.83,24.32,8.43,1.82
604,223,660,945,2.77,24.49,8.51,1.86
604,223,660,945,2.95,23.98,8.28,1.74
604,223,660,945,4.29,23.16,9.84,3.19
604,223,660,945,5.42,22.64,11.67,4.81
604,223,660,945,5.89,21.67,11.08,4.46
358,237,430,888,5.57,22.31,12.82,4.69
358,238,430,887,5.57,22.31,12.82,4.69
358,237,430,887,6.06,21.37,12.21,4.36
358,237,430,887,5.89,21.67,12.41,4.46
358,237,430,887,5.64,22.15,12.72,4.63
358,237,430,887,4.29,23.16,11.18,3.19
358,237,430,887,3.9,24.21,10.4,3.49
358,237,430,887,2.54,25.24,8.85,2.03
675,218,629,944,2.71,24.68,8.6,1.9
675,217,629,944,2.77,24.49,8.51,1.86
675,218,629,945,2.77,24.49,8.51,1.86
676,217,630,944,2.77,24.49,8.51,1.86
675,218,629,944,2.61,25.02,8.76,1.98
675,218,629,944,2.54,25.24,8.85,2.03
675,218,629,944,2.61,25.02,8.76,1.98
675,218,629,944,2.89,24.16,8.36,1.78
662,219,640,945,2.66,24.84,8.67,1.94
662,219,640,945,2.77,24.49,8.51,1.86
662,219,640,944,2.77,24.49,8.51,1.86
662,219,640,945,2.83,24.32,8.43,1.82
662,219,640,945,2.54,25.24,8.85,2.03
662,219,640,945,2.54,25.24,8.85,2.03
662,219,640,945,2.71,24.68,8.6,1.9
663,219,638,944,2.77,24.49,8.51,1.86
663,219,639,944,2.66,24.84,8.67,1.94
663,219,639,944,2.54,25.24,8.85,2.03
663,219,638,944,2.83,24.32,8.43,1.82
663,219,639,945,2.71,24.68,8.6,1.9
663,219,639,945,2.61,25.02,8.76,1.98
663,219,639,944,2.77,24.49,8.51,1.86
663,219,638,944,2.54,25.24,8.85,2.03
663,219,639,944,2.77,24.49,8.51,1.86
663,219,639,944,2.83,24.32,8.43,1.82
663,219,639,944,2.61,25.02,8.76,1.98
663,219,639,944,3.13,23.55,8.08,1.64
663,219,639,944,2.95,23.98,8.28,1.74
663,219,639,944,2.5,25.39,8.92,2.06
663,219,638,944,2.66,24.84,8.67,1.94
663,219,638,944,2.77,24.49,8.51,1.86
663,219,639,944,2.61,25.02,8.76,1.98
663,218,638,944,4.01,23.87,8.85,3.39
663,218,638,944,4.21,23.34,9.94,3.24
663,218,638,944,5.57,22.31,11.47,4.69
663,218,638,944,5.48,22.51,12.95,4.76
396,231,413,845,5.35,22.83,13.16,4.87
396,231,413,844,5.63,22.18,12.74,4.64
396,231,413,845,5.42,22.64,13.04,4.81
396,231,413,845,5.26,23.04,13.3,4.95
397,231,413,845,3.38,26.73,18.43,8.75
397,231,413,845,1.33,24.83,16.66,5.42
397,231,413,845,2.26,26.45,15.36,3.26
397,231,413,845,2.92,11.8,17.26,2.92
944,190,348,946,3.09,10.38,17.74,3.09
944,190,348,945,3.01,10.99,17.51,3.01
944,190,348,946,3.01,10.94,17.53,3.01
944,190,348,946,4.46,11.07,17.2,2.15
944,190,348,946,1.88,7.22,22.36,2.74
944,190,348,946,1.1,7.01,27.18,4.61
944,190,348,946,1.07,6.95,27.6,4.73
952,564,220,680,1.07,6.95,27.6,4.73
952,564,220,680,1.06,6.91,27.85,4.8
952,564,221,681,1.04,6.88,28.11,4.88
952,564,220,681,1,6.79,28.82,5.09
952,564,221,681,0.95,5.55,31.62,5.32
952,564,221,681,2.17,5.66,30.54,6.98
952,564,221,681,2.31,4.67,30.66,6.4
952,564,221,681,2.1,3.25,33.16,7.34
946,937,214,549,2.15,3.31,33.45,7.07
946,937,214,549,2.15,3.31,33.45,7.07
946,937,214,549,2.15,3.31,33.45,7.07
946,937,214,549,2.19,3.36,33.65,6.89
947,937,214,549,2.17,4.5,32.5,6.98
947,937,214,549,2.17,4.5,32.5,6.98
950,741,215,622,2.23,4.57,31.69,6.72
949,741,215,622,2.23,4.57,31.69,6.72
950,741,215,622,2.23,4.57,31.69,6.72
949,742,216,623,1.37,6.31,25.91,3.73
949,742,216,623,2.77,10.35,17.83,1.86
949,742,216,623,2.66,10.12,18.1,1.94
949,742,216,623,2.9,10.59,17.56,1.78
746,253,322,945,2.95,10.71,17.44,1.74
746,253,322,945,2.83,10.47,17.7,1.82
746,254,322,945,2.9,10.59,17.56,1.78
747,253,322,945,2.9,10.59,17.56,1.78
747,253,322,945,2.9,10.59,17.56,1.78
747,253,322,945,2.95,10.71,17.44,1.74
747,253,322,945,2.77,10.35,17.83,1.86
747,253,322,945,2.95,10.71,17.44,1.74
745,250,324,945,2.9,10.59,17.56,1.78
745,250,324,945,2.9,10.59,17.56,1.78
746,250,324,945,3.03,10.85,17.3,1.7
746,250,324,945,2.77,10.35,17.83,1.86
745,250,324,945,2.95,10.71,17.44,1.74
746,250,324,945,3.09,10.98,17.17,1.66
745,249,324,945,2.95,10.71,17.44,1.74
746,250,324,945,3.09,10.98,17.17,1.66
746,250,324,945,3.09,10.98,17.17,1.66
746,250,324,945,3.15,11.11,17.06,1.63
745,250,324,945,2.95,10.71,17.44,1.74
746,250,324,945,3.15,11.11,17.06,1.63
746,250,324,945,2.95,10.71,17.44,1.74
746,250,324,945,3.37,11.54,16.7,1.52
746,250,324,945,4.07,12.94,15.78,1.25
857,199,370,948,3.86,12.51,16.03,1.33
857,199,370,948,4.19,13.18,15.66,1.22
858,199,370,949,4.19,13.18,15.66,1.22
858,199,370,948,3.91,12.62,15.96,1.31
858,199,370,948,3.86,12.51,16.03,1.33
858,199,370,948,3.91,12.62,15.96,1.31
858,199,370,948,4.19,13.18,15.66,1.22
858,199,370,948,3.91,12.62,15.96,1.31
858,199,370,948,5.99,11.38,16.86,2.42
858,199,370,948,5.65,10.87,17.19,2.53
858,199,370,948,4.83,9.58,18.06,3.62
939,283,301,935,3.75,7.39,19.63,3.75
939,283,301,935,3.75,7.39,19.63,3.75
939,283,301,935,3.78,7.32,19.7,3.78
938,283,301,935,3.75,7.39,19.63,3.75
939,283,301,935,5.16,8.64,18.85,3.91
939,283,301,935,5.12,8.73,18.76,2.64
914,233,326,944,5.65,10.87,17.19,2.53
915,233,326,944,5.59,10.78,17.25,2.55
915,233,326,944,5.65,10.87,17.19,2.53
915,233,326,944,5.35,10.43,17.52,2.64
915,233,326,944,5.34,14.72,15.49,1.96
915,233,326,944,5.69,28.42,13.03,0.44
915,233,326,944,5.61,30.6,12.9,0.41
915,233,326,944,5.62,30.62,12.91,0.41
883,190,492,959,5.61,30.6,12.9,0.41
883,190,492,959,5.6,30.57,12.88,0.4
883,190,492,959,5.55,30.38,12.79,0.37
883,190,492,959,5.55,30.38,12.79,0.37
883,190,492,959,4.58,27.27,13.95,1.45
883,190,492,959,4.57,27.56,13.94,2.49
883,190,492,959,3.58,21.95,15.11,2.54
883,190,492,959,3.53,23.96,14.98,3.53
941,201,413,945,3.48,26.32,14.86,3.48
941,201,413,945,3.59,21.77,15.12,3.59
941,201,413,944,3.58,22.09,15.1,3.58
941,201,414,945,3.47,26.69,14.84,3.47
941,201,414,945,4.63,25.29,14.06,2.54
941,201,414,945,4.63,25.29,14.06,1.49
941,201,414,945,5.6,30.57,12.88,0.4
886,189,486,959,5.69,28.42,13.03,0.44
887,189,486,959,5.76,26.29,13.15,0.48
887,189,485,959,5.69,28.42,13.03,0.44
887,189,486,959,5.61,30.6,12.9,0.41
887,189,486,959,5.55,30.41,12.8,0.38
887,189,486,959,5.4,29.89,12.54,0.3
887,189,486,959,5.43,29.98,12.59,0.32
887,189,486,959,5.39,29.86,12.53,0.3
878,191,511,960,5.3,29.55,12.37,0.25
878,191,511,960,5.38,29.83,12.51,0.29
878,191,511,960,5.38,29.83,12.51,0.29
879,191,512,960,5.34,29.66,12.43,0.27
878,191,511,960,5.44,28.99,12.61,1.34
878,191,511,960,4.41,27.94,13.61,2.36
878,191,511,960,4.45,28.1,13.71,2.4
878,191,511,960,3.39,26.94,14.66,3.39
941,203,434,945,3.44,27.13,14.77,3.44
941,203,434,945,3.43,27.1,14.75,3.43
941,203,434,945,3.4,26.97,14.67,3.4
941,203,434,945,3.39,26.94,14.66,3.39
941,203,434,945,3.43,26.07,14.75,4.46
941,203,434,945,2.4,24.85,15.78,5.49
941,203,434,945,2.4,24.01,15.78,6.52
950,221,375,799,2.44,22.43,15.9,6.58
950,221,375,799,2.49,20.37,16.02,6.65
950,221,375,799,2.44,22.43,15.9,6.58
949,221,375,799,2.45,22.17,15.91,6.59
950,221,375,799,4.44,11.16,17.16,6.76
950,221,375,799,7.11,7.11,22.68,8.94
950,221,375,799,3.8,7.03,28.54,12.41
950,221,375,799,3.2,8.2,26.2,9.2
950,221,375,799,3.2,8.2,26.21,9.2
942,720,242,503,3.2,8.2,26.21,9.2
942,720,242,503,3.2,8.21,26.21,9.21
942,720,242,503,3.21,8.22,26.26,9.23
942,720,242,503,3.2,9.2,26.2,8.2
942,720,242,503,4.2,9.2,25.21,8.2
937,562,245,628,4.2,9.2,25.21,8.2
937,562,245,628,4.2,9.21,25.21,8.21
937,562,245,628,4.2,9.21,25.21,8.21
937,562,245,628,4.32,10.4,25.61,7.36
937,562,245,628,6.99,14.09,27.32,6.99
937,562,245,628,6.82,9.4,18.43,9.44
937,562,245,628,4.62,8.8,14.04,22.41
930,491,375,223,4.35,9.44,13.5,20.62
930,492,375,223,4.35,9.44,13.5,20.62
930,492,375,223,4.35,9.44,13.5,20.62
930,492,375,223,4.3,9.36,13.41,20.49
930,492,375,223,4.32,9.39,13.44,20.54
930,492,375,223,4.33,11.44,13.46,18.54
930,397,382,250,4.3,11.38,13.41,18.47
930,397,382,249,4.35,11.47,13.5,18.59
930,397,382,250,4.32,11.42,13.44,18.51
930,397,382,249,4.27,11.32,13.33,18.37
930,397,382,249,4.3,12.4,13.41,17.45
930,397,382,249,4.3,13.41,13.41,16.44
930,397,382,249,4.32,14.46,13.44,15.47
930,397,382,249,4.35,15.54,13.5,14.52
917,279,390,311,4.39,15.61,13.57,14.59
917,280,390,310,4.41,15.67,13.62,14.64
917,280,390,310,4.32,15.47,13.44,14.46
917,279,390,310,4.33,15.49,13.46,14.48
917,279,390,310,4.35,16.55,13.5,13.5
917,279,390,310,4.35,17.57,13.5,12.49
917,279,390,310,4.32,18.51,13.44,11.42
882,228,398,428,4.35,19.61,13.5,10.45
882,229,398,427,4.3,19.48,13.41,10.37
882,229,398,427,4.28,19.41,13.36,10.33
882,229,398,427,4.35,19.61,13.5,10.45
882,229,398,427,4.29,20.45,13.38,9.34
882,229,398,427,6.78,15.04,14.88,9.09
882,229,398,427,10.75,10.75,17.84,10.76
882,229,398,427,6.25,9.56,27.23,10.66
542,390,236,395,6.1,9.36,26.8,10.45
542,389,236,396,6.17,9.46,27.01,10.56
542,389,236,395,6.25,9.57,27.26,10.68
542,389,236,396,6.25,9.57,27.26,10.68
542,389,236,396,6.25,9.57,27.26,10.68
542,389,236,395,6.1,9.36,26.8,10.45
542,389,236,395,6.1,9.36,26.8,10.45
542,389,236,395,7.09,11.84,19.24,10.65
542,389,236,395,10.21,20.21,10.2,6.45
542,389,236,395,13.28,28.17,5.83,3.71
542,389,236,395,13.2,28.21,4.2,1.2
260,184,935,961,13.36,28.49,4.28,1.25
145,471,935,869,16.94,11.24,6.43,4.15
144,480,926,701,16.79,11.42,6.55,4.09
144,479,926,705,16.94,11.24,7.99,5.43
144,480,926,705,17.5,10.65,6.02,4.38
144,480,926,705,16.79,11.42,6.55,4.09
144,480,926,705,16.61,11.66,6.72,4.01
144,480,926,705,17.14,11.02,6.27,4.23
144,480,926,705,16.48,11.83,6.84,3.96
144,480,926,705,16.94,11.24,6.43,4.15
147,461,934,874,16.94,11.24,6.43,4.15
146,461,934,874,16.61,11.66,6.72,4.01
147,461,934,874,16.94,11.24,6.43,4.15
147,461,934,874,17.14,11.02,6.27,4.23
147,461,934,875,16.12,12.36,7.21,3.81
147,461,934,875,15.66,13.18,7.23,3.62
147,461,934,875,14.31,17.09,6.44,3.07
147,461,934,875,13.86,19.47,6.18,1.79
207,251,922,949,13.73,20.34,6.1,1.74
207,250,922,948,13.86,19.47,6.18,1.79
206,252,922,948,13.86,19.47,6.18,1.79
207,252,922,949,13.72,20.38,6.1,1.74
206,252,922,948,13.86,19.47,6.18,1.79
206,252,922,948,13.99,18.67,6.25,1.83
206,252,922,948,13.86,19.47,6.18,1.79
206,252,922,948,13.73,20.34,6.1,1.74
206,252,922,948,13.99,18.67,6.25,1.83
206,252,922,948,13.99,18.67,6.25,1.83
206,252,922,948,13.99,18.67,6.25,1.83
206,252,922,948,13.86,19.47,6.18,1.79
206,252,922,948,13.73,20.34,6.1,1.74
206,252,922,948,13.99,18.67,6.25,1.83
206,252,922,948,13.86,19.47,6.18,1.79
165,904,939,351,20.12,5.88,2.45,10.91
165,904,939,351,19.08,5.44,2.61,11.25
165,904,939,351,20.12,5.88,2.45,10.91
177,931,941,304,20.12,5.88,2.45,10.91
177,931,941,304,19.71,5.7,2.51,11.04
177,931,941,305,20.12,5.88,2.45,10.91
177,931,941,305,19.08,5.44,2.61,11.25
177,931,941,305,19.9,5.79,2.48,10.98
176,930,940,305,19.47,5.6,2.54,11.11
176,930,940,305,19.08,5.44,2.61,11.25
176,930,940,304,19.08,5.44,2.61,11.25
176,930,940,304,20.12,5.88,2.45,10.91
176,930,940,305,16.57,4.36,3.14,12.41
176,930,940,305,13.69,3.29,7.91,17.15
176,930,940,305,12.61,3.39,5.44,26.94
176,930,940,305,12.45,5.35,5.35,24.63
260,875,930,177,12.9,5.61,5.61,25.39
261,880,930,177,12.99,5.66,5.66,25.55
261,880,930,177,12.75,5.52,5.52,25.14
261,880,930,177,12.81,5.56,5.56,25.24
261,880,930,177,12.62,5.45,5.45,24.92
261,880,930,177,12.67,4.45,5.48,26.03
261,880,930,177,12.62,3.4,5.45,26.96
295,947,931,169,12.62,3.4,5.45,26.96
295,947,932,169,12.62,3.4,5.45,26.96
295,947,932,169,12.51,3.35,5.38,26.76
295,947,932,169,12.55,3.37,5.41,26.84
295,947,932,169,12.32,3.26,5.27,26.43
295,947,932,169,13.55,5.39,4.37,24.76
295,947,932,169,16.61,7.6,4.22,12.55
295,947,932,169,24.73,12.92,5.54,4.71
138,311,905,933,27.74,16.82,6.84,3.96
138,311,905,933,27.29,17.38,7.14,3.84
138,312,905,933,28.02,16.5,5.03,2.77
139,312,907,934,27.47,17.15,7.02,3.89
138,311,905,933,27.63,16.28,6.55,4.09
138,311,905,933,28.02,16.5,5.03,2.77
138,311,905,933,27.74,16.82,6.84,3.96
138,311,905,933,27.63,16.28,6.55,4.09
138,312,909,933,27.74,16.82,6.84,3.96
139,312,909,933,27.47,17.15,7.02,3.89
138,312,909,933,27.47,17.15,7.02,3.89
138,312,909,933,27.94,16.59,6.72,4.01
138,312,909,933,27.03,17.74,5.6,2.54
138,312,909,933,26.63,18.34,5.88,2.45
138,312,909,933,25.99,19.47,6.4,2.31
138,312,909,933,25.74,19.87,6.64,2.25
138,264,815,948,25.74,19.87,6.64,2.25
138,264,815,948,25.99,19.47,6.4,2.31
138,265,815,948,25.41,19.6,6.98,2.17
137,264,815,949,24.88,19.17,7.64,2.05
137,264,815,949,25.41,19.6,6.98,2.17
137,264,815,949,25.41,19.6,6.98,2.17
137,264,815,949,25.11,19.36,7.34,2.1
137,256,785,950,24.88,19.17,7.64,2.05
137,256,785,950,25.34,19.54,7.07,2.15
137,256,785,950,25.65,19.8,6.72,2.23
137,256,785,950,25.18,19.41,7.26,2.12
137,256,785,950,25.41,19.6,6.98,2.17
137,256,785,950,25.41,19.6,6.98,2.17
137,256,785,950,25.41,19.6,6.98,2.17
137,256,785,950,25.41,19.6,6.98,2.17
137,256,785,950,25.41,19.6,6.98,2.17
137,256,785,950,24.82,19.13,7.72,2.04
137,256,785,950,25.65,19.8,6.72,2.23
137,256,785,950,25.11,19.36,7.34,2.1
137,257,787,951,25.99,19.47,6.4,2.31
